"","season","yr","mnth","holiday","weekday","workingday","weathersit","temp","atemp","hum","windspeed","casual","registered","cnt"
"228","season3",0,8,"nonholiday","Tue","workingday","weather1","hightemp2",0.645837,"highhum1","highwind2",721,4004,4725
"229","season3",0,8,"nonholiday","Wed","workingday","weather1","hightemp2",0.666671,"highhum1","lowwind1",668,4026,4694
"230","season3",0,8,"nonholiday","Thu","workingday","weather1","hightemp2",0.662258,"highhum1","highwind1",639,3166,3805
"231","season3",0,8,"nonholiday","Fri","workingday","weather2","hightemp2",0.633221,"highhum2","lowwind1",797,3356,4153
"232","season3",0,8,"nonholiday","Sat","nonworkingday","weather1","hightemp2",0.648996,"highhum2","lowwind2",1914,3277,5191
"233","season3",0,8,"nonholiday","Sun","nonworkingday","weather1","hightemp2",0.675525,"highhum2","highwind2",1249,2624,3873
"234","season3",0,8,"nonholiday","Mon","workingday","weather1","hightemp2",0.638254,"lowhum1","highwind2",833,3925,4758
"235","season3",0,8,"nonholiday","Tue","workingday","weather1","hightemp1",0.606067,"lowhum1","lowwind1",1281,4614,5895
"236","season3",0,8,"nonholiday","Wed","workingday","weather1","hightemp2",0.630692,"highhum1","highwind2",949,4181,5130
"237","season3",0,8,"nonholiday","Thu","workingday","weather2","hightemp2",0.645854,"highhum2","highwind1",435,3107,3542
"238","season3",0,8,"nonholiday","Fri","workingday","weather1","hightemp2",0.659733,"highhum2","lowwind2",768,3893,4661
"239","season3",0,8,"nonholiday","Sat","nonworkingday","weather2","hightemp2",0.635556,"highhum2","highwind2",226,889,1115
"240","season3",0,8,"nonholiday","Sun","nonworkingday","weather1","hightemp2",0.647959,"highhum1","highwind2",1415,2919,4334
"241","season3",0,8,"nonholiday","Mon","workingday","weather1","hightemp1",0.607958,"highhum1","lowwind1",729,3905,4634
"242","season3",0,8,"nonholiday","Tue","workingday","weather1","hightemp1",0.594704,"highhum1","lowwind2",775,4429,5204
"243","season3",0,8,"nonholiday","Wed","workingday","weather1","hightemp2",0.611121,"highhum1","lowwind2",688,4370,5058
"244","season3",0,9,"nonholiday","Thu","workingday","weather1","hightemp1",0.614921,"highhum1","lowwind1",783,4332,5115
"245","season3",0,9,"nonholiday","Fri","workingday","weather2","hightemp1",0.604808,"highhum2","lowwind1",875,3852,4727
"246","season3",0,9,"nonholiday","Sat","nonworkingday","weather1","hightemp2",0.633213,"highhum2","highwind1",1935,2549,4484
"247","season3",0,9,"nonholiday","Sun","nonworkingday","weather1","hightemp2",0.665429,"highhum2","highwind1",2521,2419,4940
"248","season3",0,9,"holiday","Mon","nonworkingday","weather2","hightemp2",0.625646,"highhum2","highwind1",1236,2115,3351
"249","season3",0,9,"nonholiday","Tue","workingday","weather3","hightemp1",0.5152,NA,"highwind2",204,2506,2710
"250","season3",0,9,"nonholiday","Wed","workingday","weather3","hightemp1",0.544229,NA,"lowwind2",118,1878,1996
"251","season3",0,9,"nonholiday","Thu","workingday","weather3","hightemp1",0.555361,NA,"highwind1",153,1689,1842
"252","season3",0,9,"nonholiday","Fri","workingday","weather2","hightemp1",0.578946,NA,"lowwind2",417,3127,3544
"253","season3",0,9,"nonholiday","Sat","nonworkingday","weather1","hightemp2",0.607962,"highhum2","lowwind1",1750,3595,5345
"254","season3",0,9,"nonholiday","Sun","nonworkingday","weather1","hightemp1",0.609229,"highhum2","lowwind2",1633,3413,5046
"255","season3",0,9,"nonholiday","Mon","workingday","weather1","hightemp1",0.60213,"highhum2","lowwind2",690,4023,4713
"256","season3",0,9,"nonholiday","Tue","workingday","weather1","hightemp1",0.603554,"highhum2","lowwind1",701,4062,4763
"257","season3",0,9,"nonholiday","Wed","workingday","weather1","hightemp2",0.6269,"highhum2","lowwind1",647,4138,4785
"258","season3",0,9,"nonholiday","Thu","workingday","weather2","hightemp1",0.553671,"highhum2","highwind2",428,3231,3659
"259","season3",0,9,"nonholiday","Fri","workingday","weather2","lowtemp1",0.461475,"highhum1","lowwind1",742,4018,4760
"260","season3",0,9,"nonholiday","Sat","nonworkingday","weather2","lowtemp1",0.478512,"highhum2","highwind1",1434,3077,4511
"261","season3",0,9,"nonholiday","Sun","nonworkingday","weather1","hightemp1",0.490537,"highhum2","lowwind1",1353,2921,4274
"262","season3",0,9,"nonholiday","Mon","workingday","weather2","hightemp1",0.529675,"highhum2","lowwind1",691,3848,4539
"263","season3",0,9,"nonholiday","Tue","workingday","weather2","hightemp1",0.532217,NA,"lowwind1",438,3203,3641
"264","season3",0,9,"nonholiday","Wed","workingday","weather2","hightemp1",0.550533,NA,"lowwind2",539,3813,4352
"265","season3",0,9,"nonholiday","Thu","workingday","weather2","hightemp1",0.554963,NA,"lowwind2",555,4240,4795
"266","season4",0,9,"nonholiday","Fri","workingday","weather2","hightemp1",0.522125,NA,"lowwind2",258,2137,2395
"267","season4",0,9,"nonholiday","Sat","nonworkingday","weather2","hightemp1",0.564412,NA,"lowwind2",1776,3647,5423
"268","season4",0,9,"nonholiday","Sun","nonworkingday","weather2","hightemp1",0.572637,"highhum2","lowwind2",1544,3466,5010
"269","season4",0,9,"nonholiday","Mon","workingday","weather2","hightemp1",0.589042,"highhum2","lowwind2",684,3946,4630
"270","season4",0,9,"nonholiday","Tue","workingday","weather2","hightemp1",0.574525,NA,"lowwind2",477,3643,4120
"271","season4",0,9,"nonholiday","Wed","workingday","weather2","hightemp1",0.575158,"highhum2","lowwind1",480,3427,3907
"272","season4",0,9,"nonholiday","Thu","workingday","weather1","hightemp1",0.574512,"highhum2","lowwind1",653,4186,4839
"273","season4",0,9,"nonholiday","Fri","workingday","weather1","hightemp1",0.544829,"highhum1","highwind1",830,4372,5202
"274","season4",0,10,"nonholiday","Sat","nonworkingday","weather2","lowtemp1",0.412863,"highhum2","highwind2",480,1949,2429
"275","season4",0,10,"nonholiday","Sun","nonworkingday","weather2","lowtemp1",0.345317,"highhum2","highwind1",616,2302,2918
"276","season4",0,10,"nonholiday","Mon","workingday","weather2","lowtemp1",0.392046,"highhum2","lowwind2",330,3240,3570
"277","season4",0,10,"nonholiday","Tue","workingday","weather1","lowtemp1",0.472858,"highhum2","highwind1",486,3970,4456
"278","season4",0,10,"nonholiday","Wed","workingday","weather1","hightemp1",0.527138,"highhum1","lowwind1",559,4267,4826
"279","season4",0,10,"nonholiday","Thu","workingday","weather1","lowtemp1",0.480425,"highhum1","lowwind1",639,4126,4765
"280","season4",0,10,"nonholiday","Fri","workingday","weather1","hightemp1",0.504404,"highhum2","lowwind2",949,4036,4985
"281","season4",0,10,"nonholiday","Sat","nonworkingday","weather1","hightemp1",0.513242,"highhum2","lowwind2",2235,3174,5409
"282","season4",0,10,"nonholiday","Sun","nonworkingday","weather1","hightemp1",0.523983,"highhum2","lowwind2",2397,3114,5511
"283","season4",0,10,"holiday","Mon","nonworkingday","weather1","hightemp1",0.542925,"highhum2","lowwind2",1514,3603,5117
"284","season4",0,10,"nonholiday","Tue","workingday","weather2","hightemp1",0.546096,"highhum2","lowwind1",667,3896,4563
"285","season4",0,10,"nonholiday","Wed","workingday","weather3","hightemp1",0.517717,NA,"highwind2",217,2199,2416
"286","season4",0,10,"nonholiday","Thu","workingday","weather2","hightemp1",0.551804,NA,"lowwind1",290,2623,2913
"287","season4",0,10,"nonholiday","Fri","workingday","weather2","hightemp1",0.529675,"highhum2","highwind1",529,3115,3644
"288","season4",0,10,"nonholiday","Sat","nonworkingday","weather1","hightemp1",0.498725,"lowhum1","highwind2",1899,3318,5217
"289","season4",0,10,"nonholiday","Sun","nonworkingday","weather1","hightemp1",0.503154,"lowhum1","highwind2",1748,3293,5041
"290","season4",0,10,"nonholiday","Mon","workingday","weather1","hightemp1",0.510725,"highhum1","lowwind1",713,3857,4570
"291","season4",0,10,"nonholiday","Tue","workingday","weather2","hightemp1",0.522721,"highhum2","lowwind2",637,4111,4748
"292","season4",0,10,"nonholiday","Wed","workingday","weather3","hightemp1",0.513848,NA,"highwind2",254,2170,2424
"293","season4",0,10,"nonholiday","Thu","workingday","weather1","lowtemp1",0.466525,"highhum1","highwind2",471,3724,4195
"294","season4",0,10,"nonholiday","Fri","workingday","weather1","lowtemp1",0.423596,"highhum1","highwind1",676,3628,4304
"295","season4",0,10,"nonholiday","Sat","nonworkingday","weather1","lowtemp1",0.425492,"highhum1","lowwind2",1499,2809,4308
"296","season4",0,10,"nonholiday","Sun","nonworkingday","weather1","lowtemp1",0.422333,"highhum2","lowwind2",1619,2762,4381
"297","season4",0,10,"nonholiday","Mon","workingday","weather1","lowtemp1",0.457067,"highhum2","lowwind2",699,3488,4187
"298","season4",0,10,"nonholiday","Tue","workingday","weather1","lowtemp1",0.463375,"highhum1","lowwind1",695,3992,4687
"299","season4",0,10,"nonholiday","Wed","workingday","weather2","lowtemp1",0.472846,"highhum2","lowwind1",404,3490,3894
"300","season4",0,10,"nonholiday","Thu","workingday","weather2","lowtemp1",0.457046,"highhum2","highwind1",240,2419,2659
"301","season4",0,10,"nonholiday","Fri","workingday","weather2","lowtemp2",0.318812,"highhum1","highwind1",456,3291,3747
"302","season4",0,10,"nonholiday","Sat","nonworkingday","weather3","lowtemp2",0.227913,NA,"highwind2",57,570,627
"303","season4",0,10,"nonholiday","Sun","nonworkingday","weather1","lowtemp2",0.321329,"highhum1","lowwind1",885,2446,3331
"304","season4",0,10,"nonholiday","Mon","workingday","weather1","lowtemp1",0.356063,"highhum2","lowwind2",362,3307,3669
"305","season4",0,11,"nonholiday","Tue","workingday","weather1","lowtemp1",0.397088,"highhum2","lowwind1",410,3658,4068
"306","season4",0,11,"nonholiday","Wed","workingday","weather1","lowtemp1",0.390133,"highhum2","lowwind2",370,3816,4186
"307","season4",0,11,"nonholiday","Thu","workingday","weather1","lowtemp1",0.405921,"highhum2","lowwind1",318,3656,3974
"308","season4",0,11,"nonholiday","Fri","workingday","weather2","lowtemp1",0.403392,"highhum1","highwind2",470,3576,4046
"309","season4",0,11,"nonholiday","Sat","nonworkingday","weather1","lowtemp2",0.323854,"highhum1","highwind1",1156,2770,3926
"310","season4",0,11,"nonholiday","Sun","nonworkingday","weather1","lowtemp1",0.362358,"highhum2","lowwind2",952,2697,3649
"311","season4",0,11,"nonholiday","Mon","workingday","weather1","lowtemp1",0.400871,"highhum2","lowwind2",373,3662,4035
"312","season4",0,11,"nonholiday","Tue","workingday","weather1","lowtemp1",0.412246,"highhum2","lowwind2",376,3829,4205
"313","season4",0,11,"nonholiday","Wed","workingday","weather1","lowtemp1",0.409079,"highhum2","lowwind2",305,3804,4109
"314","season4",0,11,"nonholiday","Thu","workingday","weather2","lowtemp1",0.373721,"highhum2","highwind1",190,2743,2933
"315","season4",0,11,"holiday","Fri","nonworkingday","weather1","lowtemp2",0.306817,"lowhum1","highwind2",440,2928,3368
"316","season4",0,11,"nonholiday","Sat","nonworkingday","weather1","lowtemp1",0.357942,"highhum1","highwind1",1275,2792,4067
"317","season4",0,11,"nonholiday","Sun","nonworkingday","weather1","lowtemp1",0.43055,"lowhum1","highwind2",1004,2713,3717
"318","season4",0,11,"nonholiday","Mon","workingday","weather1","hightemp1",0.524612,"highhum1","highwind2",595,3891,4486
"319","season4",0,11,"nonholiday","Tue","workingday","weather2","hightemp1",0.507579,"highhum2","highwind1",449,3746,4195
"320","season4",0,11,"nonholiday","Wed","workingday","weather3","lowtemp1",0.451988,NA,"lowwind1",145,1672,1817
"321","season4",0,11,"nonholiday","Thu","workingday","weather2","lowtemp1",0.323221,"highhum1","highwind2",139,2914,3053
"322","season4",0,11,"nonholiday","Fri","workingday","weather1","lowtemp2",0.272721,"lowhum1","lowwind1",245,3147,3392
"323","season4",0,11,"nonholiday","Sat","nonworkingday","weather1","lowtemp2",0.324483,"highhum1","highwind1",943,2720,3663
"324","season4",0,11,"nonholiday","Sun","nonworkingday","weather2","lowtemp1",0.457058,"highhum2","highwind1",787,2733,3520
"325","season4",0,11,"nonholiday","Mon","workingday","weather3","lowtemp1",0.445062,NA,"lowwind1",220,2545,2765
"326","season4",0,11,"nonholiday","Tue","workingday","weather3","lowtemp1",0.421696,NA,"lowwind2",69,1538,1607
"327","season4",0,11,"nonholiday","Wed","workingday","weather2","lowtemp1",0.430537,"highhum2","highwind2",112,2454,2566
"328","season4",0,11,"holiday","Thu","nonworkingday","weather1","lowtemp1",0.372471,"highhum1","lowwind1",560,935,1495
"329","season4",0,11,"nonholiday","Fri","workingday","weather1","lowtemp1",0.380671,"highhum1","lowwind2",1095,1697,2792
"330","season4",0,11,"nonholiday","Sat","nonworkingday","weather1","lowtemp1",0.385087,"highhum2","lowwind2",1249,1819,3068
"331","season4",0,11,"nonholiday","Sun","nonworkingday","weather1","lowtemp1",0.4558,"highhum2","highwind1",810,2261,3071
"332","season4",0,11,"nonholiday","Mon","workingday","weather1","hightemp1",0.490122,"highhum2","lowwind1",253,3614,3867
"333","season4",0,11,"nonholiday","Tue","workingday","weather2","lowtemp1",0.451375,"highhum2","highwind2",96,2818,2914
"334","season4",0,11,"nonholiday","Wed","workingday","weather1","lowtemp2",0.311221,"highhum1","highwind2",188,3425,3613
"335","season4",0,12,"nonholiday","Thu","workingday","weather1","lowtemp2",0.305554,"highhum1","highwind1",182,3545,3727
"336","season4",0,12,"nonholiday","Fri","workingday","weather1","lowtemp2",0.331433,"highhum1","lowwind2",268,3672,3940
"337","season4",0,12,"nonholiday","Sat","nonworkingday","weather1","lowtemp2",0.310604,"highhum1","lowwind2",706,2908,3614
"338","season4",0,12,"nonholiday","Sun","nonworkingday","weather1","lowtemp2",0.3491,"highhum2","lowwind2",634,2851,3485
"339","season4",0,12,"nonholiday","Mon","workingday","weather2","lowtemp1",0.393925,"highhum2","lowwind2",233,3578,3811
"340","season4",0,12,"nonholiday","Tue","workingday","weather3","lowtemp1",0.4564,NA,"highwind1",126,2468,2594
"341","season4",0,12,"nonholiday","Wed","workingday","weather3","lowtemp1",0.400246,NA,"highwind2",50,655,705
"342","season4",0,12,"nonholiday","Thu","workingday","weather1","lowtemp2",0.256938,"highhum1","highwind2",150,3172,3322
"343","season4",0,12,"nonholiday","Fri","workingday","weather1","lowtemp2",0.317542,"highhum2","lowwind2",261,3359,3620
"344","season4",0,12,"nonholiday","Sat","nonworkingday","weather1","lowtemp2",0.266412,"highhum1","highwind2",502,2688,3190
"345","season4",0,12,"nonholiday","Sun","nonworkingday","weather1","lowtemp2",0.253154,"lowhum1","lowwind2",377,2366,2743
"346","season4",0,12,"nonholiday","Mon","workingday","weather1","lowtemp2",0.270196,"highhum2","lowwind2",143,3167,3310
"347","season4",0,12,"nonholiday","Tue","workingday","weather1","lowtemp2",0.301138,"highhum1","lowwind1",155,3368,3523
"348","season4",0,12,"nonholiday","Wed","workingday","weather2","lowtemp2",0.338362,"highhum2","lowwind2",178,3562,3740
"349","season4",0,12,"nonholiday","Thu","workingday","weather2","lowtemp1",0.412237,"highhum1","highwind2",181,3528,3709
"350","season4",0,12,"nonholiday","Fri","workingday","weather2","lowtemp1",0.359825,"highhum1","highwind2",178,3399,3577
"351","season4",0,12,"nonholiday","Sat","nonworkingday","weather2","lowtemp2",0.249371,"highhum1","highwind2",275,2464,2739
"352","season4",0,12,"nonholiday","Sun","nonworkingday","weather1","lowtemp2",0.245579,"highhum1","lowwind1",220,2211,2431
"353","season4",0,12,"nonholiday","Mon","workingday","weather1","lowtemp2",0.280933,"highhum1","lowwind1",260,3143,3403
"354","season4",0,12,"nonholiday","Tue","workingday","weather2","lowtemp1",0.396454,"highhum1","lowwind2",216,3534,3750
"355","season1",0,12,"nonholiday","Wed","workingday","weather2","lowtemp1",0.428017,"highhum2","highwind1",107,2553,2660
"356","season1",0,12,"nonholiday","Thu","workingday","weather2","lowtemp1",0.426121,"highhum2","lowwind2",227,2841,3068
"357","season1",0,12,"nonholiday","Fri","workingday","weather1","lowtemp1",0.377513,"highhum2","highwind2",163,2046,2209
"358","season1",0,12,"nonholiday","Sat","nonworkingday","weather1","lowtemp2",0.299242,"highhum1","highwind1",155,856,1011
"359","season1",0,12,"nonholiday","Sun","nonworkingday","weather1","lowtemp2",0.279961,"highhum2","lowwind1",303,451,754
"360","season1",0,12,"holiday","Mon","nonworkingday","weather1","lowtemp2",0.315535,"highhum1","highwind2",430,887,1317
"361","season1",0,12,"nonholiday","Tue","workingday","weather2","lowtemp2",0.327633,"highhum2","highwind1",103,1059,1162
"362","season1",0,12,"nonholiday","Wed","workingday","weather1","lowtemp2",0.279974,"highhum1","highwind2",255,2047,2302
"363","season1",0,12,"nonholiday","Thu","workingday","weather1","lowtemp2",0.263892,"highhum1","lowwind2",254,2169,2423
"364","season1",0,12,"nonholiday","Fri","workingday","weather1","lowtemp2",0.318812,"highhum1","lowwind2",491,2508,2999
"365","season1",0,12,"nonholiday","Sat","nonworkingday","weather1","lowtemp1",0.414121,"highhum1","highwind1",665,1820,2485
"366","season1",1,1,"nonholiday","Sun","nonworkingday","weather1","lowtemp1",0.375621,"highhum2","highwind1",686,1608,2294
"367","season1",1,1,"holiday","Mon","nonworkingday","weather1","lowtemp2",0.252304,"lowhum1","highwind2",244,1707,1951
"368","season1",1,1,"nonholiday","Tue","workingday","weather1","lowtemp2",0.126275,"lowhum1","highwind2",89,2147,2236
"369","season1",1,1,"nonholiday","Wed","workingday","weather2","lowtemp2",0.119337,"lowhum1","highwind1",95,2273,2368
"370","season1",1,1,"nonholiday","Thu","workingday","weather1","lowtemp2",0.278412,"highhum1","lowwind2",140,3132,3272
"371","season1",1,1,"nonholiday","Fri","workingday","weather1","lowtemp2",0.340267,"highhum1","lowwind1",307,3791,4098
"372","season1",1,1,"nonholiday","Sat","nonworkingday","weather1","lowtemp1",0.390779,"highhum1","lowwind1",1070,3451,4521
"373","season1",1,1,"nonholiday","Sun","nonworkingday","weather1","lowtemp1",0.340258,"lowhum1","highwind1",599,2826,3425
"374","season1",1,1,"nonholiday","Mon","workingday","weather2","lowtemp2",0.247479,"highhum2","lowwind2",106,2270,2376
"375","season1",1,1,"nonholiday","Tue","workingday","weather1","lowtemp2",0.318826,"highhum1","highwind1",173,3425,3598
"376","season1",1,1,"nonholiday","Wed","workingday","weather2","lowtemp2",0.282821,"highhum2","lowwind2",92,2085,2177
"377","season1",1,1,"nonholiday","Thu","workingday","weather2","lowtemp1",0.381938,"highhum2","lowwind1",269,3828,4097
"378","season1",1,1,"nonholiday","Fri","workingday","weather1","lowtemp2",0.249362,"highhum1","highwind2",174,3040,3214
"379","season1",1,1,"nonholiday","Sat","nonworkingday","weather1","lowtemp2",0.183087,"lowhum1","highwind1",333,2160,2493
"380","season1",1,1,"nonholiday","Sun","nonworkingday","weather1","lowtemp2",0.161625,"lowhum1","highwind2",284,2027,2311
"381","season1",1,1,"holiday","Mon","nonworkingday","weather1","lowtemp2",0.190663,"highhum1","highwind1",217,2081,2298
"382","season1",1,1,"nonholiday","Tue","workingday","weather2","lowtemp1",0.364278,"highhum2","highwind2",127,2808,2935
"383","season1",1,1,"nonholiday","Wed","workingday","weather1","lowtemp2",0.275254,"lowhum1","highwind2",109,3267,3376
"384","season1",1,1,"nonholiday","Thu","workingday","weather1","lowtemp2",0.190038,"lowhum1","highwind1",130,3162,3292
"385","season1",1,1,"nonholiday","Fri","workingday","weather2","lowtemp2",0.220958,"lowhum1","highwind1",115,3048,3163
"386","season1",1,1,"nonholiday","Sat","nonworkingday","weather2","lowtemp2",0.174875,"highhum2","highwind1",67,1234,1301
"387","season1",1,1,"nonholiday","Sun","nonworkingday","weather2","lowtemp2",0.16225,"highhum2","highwind1",196,1781,1977
"388","season1",1,1,"nonholiday","Mon","workingday","weather2","lowtemp2",0.243058,NA,"lowwind2",145,2287,2432
"389","season1",1,1,"nonholiday","Tue","workingday","weather1","lowtemp1",0.349108,"highhum2","lowwind2",439,3900,4339
"390","season1",1,1,"nonholiday","Wed","workingday","weather1","lowtemp2",0.294821,"highhum1","lowwind1",467,3803,4270
"391","season1",1,1,"nonholiday","Thu","workingday","weather2","lowtemp1",0.35605,"highhum2","lowwind2",244,3831,4075
"392","season1",1,1,"nonholiday","Fri","workingday","weather2","lowtemp1",0.415383,"highhum2","highwind2",269,3187,3456
"393","season1",1,1,"nonholiday","Sat","nonworkingday","weather1","lowtemp2",0.326379,"highhum1","highwind1",775,3248,4023
"394","season1",1,1,"nonholiday","Sun","nonworkingday","weather1","lowtemp2",0.272721,"lowhum2","highwind2",558,2685,3243
"395","season1",1,1,"nonholiday","Mon","workingday","weather1","lowtemp2",0.262625,"lowhum1","highwind1",126,3498,3624
"396","season1",1,1,"nonholiday","Tue","workingday","weather1","lowtemp1",0.381317,"lowhum1","highwind2",324,4185,4509
"397","season1",1,2,"nonholiday","Wed","workingday","weather1","lowtemp1",0.466538,"highhum1","highwind1",304,4275,4579
"398","season1",1,2,"nonholiday","Thu","workingday","weather2","lowtemp1",0.398971,"highhum2","highwind1",190,3571,3761
"399","season1",1,2,"nonholiday","Fri","workingday","weather1","lowtemp2",0.309346,"highhum1","lowwind1",310,3841,4151
"400","season1",1,2,"nonholiday","Sat","nonworkingday","weather2","lowtemp2",0.272725,"highhum2","lowwind2",384,2448,2832
"401","season1",1,2,"nonholiday","Sun","nonworkingday","weather2","lowtemp2",0.264521,"highhum2","lowwind1",318,2629,2947
"402","season1",1,2,"nonholiday","Mon","workingday","weather1","lowtemp2",0.296426,"highhum1","lowwind1",206,3578,3784
"403","season1",1,2,"nonholiday","Tue","workingday","weather1","lowtemp1",0.361104,"lowhum1","lowwind1",199,4176,4375
"404","season1",1,2,"nonholiday","Wed","workingday","weather2","lowtemp2",0.266421,"highhum2","lowwind2",109,2693,2802
"405","season1",1,2,"nonholiday","Thu","workingday","weather1","lowtemp2",0.261988,"highhum1","highwind1",163,3667,3830
"406","season1",1,2,"nonholiday","Fri","workingday","weather2","lowtemp2",0.293558,"highhum1","lowwind2",227,3604,3831
"407","season1",1,2,"nonholiday","Sat","nonworkingday","weather3","lowtemp2",0.210867,"highhum2","highwind2",192,1977,2169
"408","season1",1,2,"nonholiday","Sun","nonworkingday","weather1","lowtemp2",0.101658,"lowhum1","highwind2",73,1456,1529
"409","season1",1,2,"nonholiday","Mon","workingday","weather1","lowtemp2",0.227913,"lowhum1","lowwind1",94,3328,3422
"410","season1",1,2,"nonholiday","Tue","workingday","weather2","lowtemp2",0.333946,"highhum1","lowwind1",135,3787,3922
"411","season1",1,2,"nonholiday","Wed","workingday","weather1","lowtemp1",0.351629,"highhum1","highwind1",141,4028,4169
"412","season1",1,2,"nonholiday","Thu","workingday","weather2","lowtemp2",0.330162,"highhum2","lowwind2",74,2931,3005
"413","season1",1,2,"nonholiday","Fri","workingday","weather1","lowtemp1",0.351629,"highhum1","highwind1",349,3805,4154
"414","season1",1,2,"nonholiday","Sat","nonworkingday","weather1","lowtemp1",0.355425,"highhum1","highwind1",1435,2883,4318
"415","season1",1,2,"nonholiday","Sun","nonworkingday","weather2","lowtemp2",0.265788,"highhum1","highwind2",618,2071,2689
"416","season1",1,2,"holiday","Mon","nonworkingday","weather1","lowtemp2",0.273391,"highhum1","highwind1",502,2627,3129
"417","season1",1,2,"nonholiday","Tue","workingday","weather1","lowtemp2",0.295113,"highhum1","highwind1",163,3614,3777
"418","season1",1,2,"nonholiday","Wed","workingday","weather1","lowtemp1",0.392667,"highhum1","highwind2",394,4379,4773
"419","season1",1,2,"nonholiday","Thu","workingday","weather1","lowtemp1",0.444446,"highhum1","highwind1",516,4546,5062
"420","season1",1,2,"nonholiday","Fri","workingday","weather2","lowtemp1",0.410971,"highhum2","highwind2",246,3241,3487
"421","season1",1,2,"nonholiday","Sat","nonworkingday","weather1","lowtemp2",0.255675,"lowhum1","highwind2",317,2415,2732
"422","season1",1,2,"nonholiday","Sun","nonworkingday","weather1","lowtemp2",0.268308,"lowhum1","highwind1",515,2874,3389
"423","season1",1,2,"nonholiday","Mon","workingday","weather1","lowtemp1",0.357954,"lowhum1","highwind2",253,4069,4322
"424","season1",1,2,"nonholiday","Tue","workingday","weather1","lowtemp1",0.353525,"lowhum1","highwind1",229,4134,4363
"425","season1",1,2,"nonholiday","Wed","workingday","weather2","lowtemp1",0.34847,"highhum2","lowwind1",65,1769,1834
"426","season1",1,3,"nonholiday","Thu","workingday","weather1","lowtemp1",0.475371,"highhum1","highwind1",325,4665,4990
"427","season1",1,3,"nonholiday","Fri","workingday","weather2","lowtemp1",0.359842,"highhum2","lowwind1",246,2948,3194
"428","season1",1,3,"nonholiday","Sat","nonworkingday","weather2","lowtemp1",0.413492,"highhum1","lowwind1",956,3110,4066
"429","season1",1,3,"nonholiday","Sun","nonworkingday","weather1","lowtemp2",0.303021,"lowhum1","highwind2",710,2713,3423
"430","season1",1,3,"nonholiday","Mon","workingday","weather1","lowtemp2",0.241171,"highhum1","highwind1",203,3130,3333
"431","season1",1,3,"nonholiday","Tue","workingday","weather1","lowtemp2",0.255042,"lowhum1","highwind1",221,3735,3956
"432","season1",1,3,"nonholiday","Wed","workingday","weather1","lowtemp1",0.3851,"highhum1","highwind2",432,4484,4916
"433","season1",1,3,"nonholiday","Thu","workingday","weather1","hightemp1",0.524604,"highhum1","highwind2",486,4896,5382
"434","season1",1,3,"nonholiday","Fri","workingday","weather2","lowtemp1",0.397083,"lowhum1","highwind2",447,4122,4569
"435","season1",1,3,"nonholiday","Sat","nonworkingday","weather1","lowtemp2",0.277767,"lowhum1","highwind1",968,3150,4118
"436","season1",1,3,"nonholiday","Sun","nonworkingday","weather1","lowtemp1",0.35967,"lowhum1","highwind1",1658,3253,4911
"437","season1",1,3,"nonholiday","Mon","workingday","weather1","lowtemp1",0.459592,"lowhum1","highwind1",838,4460,5298
"438","season1",1,3,"nonholiday","Tue","workingday","weather1","hightemp1",0.542929,"highhum1","highwind2",762,5085,5847
"439","season1",1,3,"nonholiday","Wed","workingday","weather1","hightemp1",0.548617,"highhum1","lowwind2",997,5315,6312
"440","season1",1,3,"nonholiday","Thu","workingday","weather1","hightemp1",0.532825,"highhum1","lowwind1",1005,5187,6192
"441","season1",1,3,"nonholiday","Fri","workingday","weather2","lowtemp1",0.436229,"highhum2","lowwind2",548,3830,4378
"442","season1",1,3,"nonholiday","Sat","nonworkingday","weather2","hightemp1",0.505046,"highhum2","lowwind2",3155,4681,7836
"443","season1",1,3,"nonholiday","Sun","nonworkingday","weather2","lowtemp1",0.464,"highhum2","lowwind2",2207,3685,5892
"444","season1",1,3,"nonholiday","Mon","workingday","weather1","hightemp1",0.532821,"highhum2","lowwind1",982,5171,6153
"445","season1",1,3,"nonholiday","Tue","workingday","weather1","hightemp1",0.538533,"highhum2","lowwind2",1051,5042,6093
"446","season2",1,3,"nonholiday","Wed","workingday","weather2","hightemp1",0.513258,"highhum2","lowwind2",1122,5108,6230
"447","season2",1,3,"nonholiday","Thu","workingday","weather1","hightemp1",0.531567,"highhum2","lowwind2",1334,5537,6871
"448","season2",1,3,"nonholiday","Fri","workingday","weather2","hightemp1",0.570067,"highhum2","lowwind2",2469,5893,8362
"449","season2",1,3,"nonholiday","Sat","nonworkingday","weather2","hightemp1",0.486733,NA,"highwind1",1033,2339,3372
"450","season2",1,3,"nonholiday","Sun","nonworkingday","weather2","lowtemp1",0.437488,NA,"highwind1",1532,3464,4996
"451","season2",1,3,"nonholiday","Mon","workingday","weather1","lowtemp1",0.43875,"lowhum1","highwind2",795,4763,5558
"452","season2",1,3,"nonholiday","Tue","workingday","weather1","lowtemp2",0.315654,"lowhum2","highwind1",531,4571,5102
"453","season2",1,3,"nonholiday","Wed","workingday","weather1","lowtemp1",0.47095,"lowhum1","highwind2",674,5024,5698
"454","season2",1,3,"nonholiday","Thu","workingday","weather1","lowtemp1",0.482304,"lowhum1","highwind2",834,5299,6133
"455","season2",1,3,"nonholiday","Fri","workingday","weather2","lowtemp1",0.375621,"highhum1","lowwind1",796,4663,5459
